"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","7/238","147/18870",0.00265925544123027,0.0681541434857242,0.0579031426719495,"DCXR/FOXO1/TGFBR2/THBS1/GCH1/LEP/PLCG2",7
"GO:0001505","BP","GO:0001505","regulation of neurotransmitter levels","8/238","188/18870",0.00271574384579352,0.0689053645332727,0.0585413732661536,"SYN2/ATP2A2/GDNF/STX11/MCTP1/GPM6B/CADPS2/HTR1B",8
"GO:0086003","BP","GO:0086003","cardiac muscle cell contraction","5/238","76/18870",0.0027319307524205,0.0689053645332727,0.0585413732661536,"CACNB2/ATP2A2/STC1/KCND3/PKP2",5
"GO:0072001","BP","GO:0072001","renal system development","11/238","324/18870",0.00282493807692622,0.0706901827438703,0.0600577386433133,"ZBTB16/KLF15/ADAMTS1/NID1/GDNF/COL4A4/COL4A3/GCNT4/MTSS1/NOG/LGR5",11
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","12/238","373/18870",0.00286743970418783,0.0707023896852697,0.0600681095501033,"DUSP1/ALOX15B/THBS1/CITED2/NAV3/NEDD9/RGCC/ADARB1/MCTP1/STC1/DLL4/NOG",12
"GO:0040013","BP","GO:0040013","negative regulation of locomotion","13/238","423/18870",0.00288322294569331,0.0707023896852697,0.0600681095501033,"DUSP1/ALOX15B/THBS1/CITED2/NAV3/NEDD9/RGCC/ADARB1/MCTP1/SPINT2/STC1/DLL4/NOG",13
"GO:0032890","BP","GO:0032890","regulation of organic acid transport","5/238","77/18870",0.00289216823759757,0.0707023896852697,0.0600681095501033,"IRS2/ACSL1/THBS1/LEP/HTR1B",5
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","10/238","281/18870",0.00311129405322709,0.0754785687111122,0.0641259079672759,"GLUL/FOXO1/PRKAG2/ATF3/INHBB/LEP/FAM107A/MYH13/PDK4/MAP1LC3C",10
"GO:0006006","BP","GO:0006006","glucose metabolic process","8/238","193/18870",0.00318895127151416,0.0767764177338788,0.065228548735517,"NNMT/IRS2/DCXR/FOXO1/ATF3/LEP/SORBS1/PDK4",8
"GO:0034440","BP","GO:0034440","lipid oxidation","6/238","114/18870",0.00324876088387342,0.0776282863830806,0.0659522886199866,"IRS2/ALOX15B/NR4A3/PRKAG2/LEP/PDK4",6
"GO:0032873","BP","GO:0032873","negative regulation of stress-activated MAPK cascade","4/238","49/18870",0.00335135174618771,0.0783132047748864,0.0665341890787266,"PER1/DUSP1/FOXO1/PTPN22",4
"GO:0070303","BP","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","4/238","49/18870",0.00335135174618771,0.0783132047748864,0.0665341890787266,"PER1/DUSP1/FOXO1/PTPN22",4
"GO:1900047","BP","GO:1900047","negative regulation of hemostasis","4/238","49/18870",0.00335135174618771,0.0783132047748864,0.0665341890787266,"THBS1/TSPAN8/COMP/SERPINF2",4
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","9/238","239/18870",0.00341948163246787,0.0793219899852767,0.0673912438515566,"THBS1/STON1/NID1/PIK3R1/SORBS1/ITGA10/FAM107A/EDA/GPM6B",9
"GO:0030500","BP","GO:0030500","regulation of bone mineralization","5/238","81/18870",0.00360153058863619,0.0829395957296073,0.0704647289080993,"CCN1/PKDCC/GPM6B/FBN2/COMP",5
"GO:0072006","BP","GO:0072006","nephron development","7/238","156/18870",0.00369761436649982,0.0845397011276002,0.0718241639535937,"KLF15/NID1/GDNF/COL4A4/COL4A3/MTSS1/NOG",7
"GO:0060047","BP","GO:0060047","heart contraction","9/238","243/18870",0.00381292990684067,0.0865535088852832,0.0735350767747843,"CACNB2/ADRA1B/CORIN/ATP2A2/GCH1/STC1/KCND3/TNNT2/PKP2",9
"GO:0043500","BP","GO:0043500","muscle adaptation","6/238","118/18870",0.00385110306462577,0.086749131059213,0.0737012756009676,"KLF15/FOXO1/LMCD1/ATP2A2/NR4A3/MYOZ2",6
"GO:0010043","BP","GO:0010043","response to zinc ion","4/238","51/18870",0.00387614116123608,0.086749131059213,0.0737012756009676,"MT2A/MT1E/MT1X/MT1M",4
"GO:0046660","BP","GO:0046660","female sex differentiation","6/238","120/18870",0.00418156201532765,0.0929300984944844,0.0789525695201724,"ADAMTS1/PTX3/INHBB/LEP/DMC1/CHD7",6
"GO:0001503","BP","GO:0001503","ossification","13/238","444/18870",0.00433560989653502,0.095437236072217,0.0810826108857728,"ZBTB16/CEBPD/SORT1/FSTL3/LEP/CCN1/PKDCC/COL11A1/GPM6B/STC1/FBN2/COMP/NOG",13
"GO:0030278","BP","GO:0030278","regulation of ossification","6/238","121/18870",0.00435443651053224,0.095437236072217,0.0810826108857728,"ZBTB16/CCN1/PKDCC/GPM6B/FBN2/COMP",6
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process","7/238","161/18870",0.00439393204625949,0.0956432605685799,0.0812576474308263,"ACSL1/CHST7/ACSS1/CHSY3/SLC19A3/GGT5/PDK4",7
"GO:0048041","BP","GO:0048041","focal adhesion assembly","5/238","85/18870",0.00442785416733336,0.0957259900937783,0.0813279336857147,"THBS1/STON1/SORBS1/FAM107A/GPM6B",5
"GO:0071496","BP","GO:0071496","cellular response to external stimulus","11/238","346/18870",0.00462958987668325,0.0975306894992832,0.0828611899458982,"GLUL/FOXO1/PRKAG2/ATF3/INHBB/LEP/FAM107A/MYH13/PDK4/ANKRD1/MAP1LC3C",11
"GO:0009065","BP","GO:0009065","glutamine family amino acid catabolic process","3/238","27/18870",0.00463408877104838,0.0975306894992832,0.0828611899458982,"GLUL/PRODH/ADHFE1",3
"GO:0010460","BP","GO:0010460","positive regulation of heart rate","3/238","27/18870",0.00463408877104838,0.0975306894992832,0.0828611899458982,"ADRA1B/ATP2A2/GCH1",3
"GO:0060669","BP","GO:0060669","embryonic placenta morphogenesis","3/238","27/18870",0.00463408877104838,0.0975306894992832,0.0828611899458982,"FZD5/CCN1/SPINT2",3
"GO:0030282","BP","GO:0030282","bone mineralization","6/238","123/18870",0.00471593860997519,0.0986003480427707,0.083769962150875,"LEP/CCN1/PKDCC/GPM6B/FBN2/COMP",6
"GO:0070169","BP","GO:0070169","positive regulation of biomineral tissue development","4/238","54/18870",0.00476344975095294,0.0989427667224082,0.0840608779579931,"CCN1/PKDCC/GPM6B/FBN2",4
"GO:0006836","BP","GO:0006836","neurotransmitter transport","8/238","207/18870",0.0048593419570949,0.100219433141095,0.085145522177771,"SYN2/ATP2A2/GDNF/STX11/MCTP1/GPM6B/CADPS2/HTR1B",8
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","5/238","87/18870",0.00488798368057574,0.100219433141095,0.085145522177771,"RASGRP2/INHBB/KCNQ3/PLCG2/ALOX5AP",5
"GO:0031032","BP","GO:0031032","actomyosin structure organization","8/238","208/18870",0.0050002485060554,0.10157487394137,0.0862970923982693,"PIK3R1/SORBS1/RGCC/ANKRD1/NEBL/MYOZ2/TNNT2/SERPINF2",8
"GO:0014888","BP","GO:0014888","striated muscle adaptation","4/238","55/18870",0.00508709559107927,0.10157487394137,0.0862970923982693,"KLF15/FOXO1/ATP2A2/MYOZ2",4
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","12/238","401/18870",0.00509450906202325,0.10157487394137,0.0862970923982693,"IRS2/ACSL1/ALOX15B/NR4A3/ACSS1/PRKAG2/LEP/OLAH/GGT5/ALOX5AP/PDK4/ACOT4",12
"GO:0008286","BP","GO:0008286","insulin receptor signaling pathway","6/238","125/18870",0.00509906315044156,0.10157487394137,0.0862970923982693,"IRS2/FOXO1/PIK3R1/LEP/SORBS1/PDK4",6
"GO:0003272","BP","GO:0003272","endocardial cushion formation","3/238","28/18870",0.0051423959550444,0.10157487394137,0.0862970923982693,"TGFBR2/TMEM100/NOG",3
"GO:0006936","BP","GO:0006936","muscle contraction","11/238","351/18870",0.00514586365782273,0.10157487394137,0.0862970923982693,"CACNB2/ADRA1B/ATP2A2/GDNF/SCN7A/STC1/KCND3/MYH13/COMP/TNNT2/PKP2",11
"GO:0003015","BP","GO:0003015","heart process","9/238","255/18870",0.00520932998304063,0.102192905469772,0.0868221663840105,"CACNB2/ADRA1B/CORIN/ATP2A2/GCH1/STC1/KCND3/TNNT2/PKP2",9
"GO:0060986","BP","GO:0060986","endocrine hormone secretion","4/238","56/18870",0.00542515594037738,0.10577389925472,0.0898645462516499,"INHBB/LEP/RAB11FIP1/TRPV6",4
"GO:0048608","BP","GO:0048608","reproductive structure development","10/238","305/18870",0.00551626755625249,0.106246656325881,0.0902661963750408,"ADAMTS1/ALOX15B/PTX3/CITED2/INHBB/LEP/GDF7/DMC1/NOG/CHD7",10
"GO:0051146","BP","GO:0051146","striated muscle cell differentiation","10/238","305/18870",0.00551626755625249,0.106246656325881,0.0902661963750408,"PDLIM5/SORT1/KLF5/ALPK3/ADAMTS5/ANKRD1/NEBL/MYOZ2/TNNT2/DNER",10
"GO:0009636","BP","GO:0009636","response to toxic substance","9/238","258/18870",0.0056136510460186,0.107470982073778,0.0913063724352423,"MT2A/GPX3/MT1E/MT1X/TXNRD1/GCH1/MT1M/INHBB/ALOX5AP",9
"GO:0003209","BP","GO:0003209","cardiac atrium morphogenesis","3/238","29/18870",0.00568297634752518,0.107502969240685,0.0913335484423689,"CCN1/DLL4/NOG",3
"GO:0003416","BP","GO:0003416","endochondral bone growth","3/238","29/18870",0.00568297634752518,0.107502969240685,0.0913335484423689,"TGFBR2/STC1/COMP",3
"GO:0060541","BP","GO:0060541","respiratory system development","8/238","214/18870",0.00591254575380469,0.111183848553795,0.0944607901495423,"ERRFI1/CRISPLD2/TGFBR2/PKDCC/EDA/PDPN/NOG/CHD7",8
"GO:0061458","BP","GO:0061458","reproductive system development","10/238","309/18870",0.00602980979680508,0.111759181576626,0.0949495878718973,"ADAMTS1/ALOX15B/PTX3/CITED2/INHBB/LEP/GDF7/DMC1/NOG/CHD7",10
"GO:0005996","BP","GO:0005996","monosaccharide metabolic process","9/238","261/18870",0.0060418388230906,0.111759181576626,0.0949495878718973,"NNMT/IRS2/DCXR/FOXO1/ATF3/LEP/SORBS1/OTOGL/PDK4",9
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","12/238","410/18870",0.00604864041258013,0.111759181576626,0.0949495878718973,"TGFBR2/THBS1/FSTL3/CITED2/INHBB/CCN1/GDF7/RASL11B/TMEM100/FBN2/COMP/NOG",12
"GO:0019932","BP","GO:0019932","second-messenger-mediated signaling","10/238","310/18870",0.00616384360692448,0.113229450767665,0.0961987152525786,"LMCD1/THBS1/ATP2A2/GUCY2D/MCTP1/ACKR2/PLCG2/TMEM100/MYOZ2/RASD1",10
"GO:0034764","BP","GO:0034764","positive regulation of transmembrane transport","8/238","217/18870",0.00641367305300188,0.117141683692184,0.0995225128914085,"KLF15/CACNB2/IRS2/ACSL1/TRPC6/NR4A3/PIK3R1/SORBS1",8
"GO:0030178","BP","GO:0030178","negative regulation of Wnt signaling pathway","7/238","173/18870",0.00646688328720914,0.117261912715571,0.0996246583801267,"FOXO1/NKD1/FRZB/APCDD1/NKD2/NOG/IGFBP2",7
"GO:0046686","BP","GO:0046686","response to cadmium ion","4/238","59/18870",0.00652858150459979,0.117261912715571,0.0996246583801267,"MT2A/MT1E/MT1X/MT1M",4
"GO:0033212","BP","GO:0033212","iron import into cell","2/238","10/18870",0.0066684977660965,0.117261912715571,0.0996246583801267,"STEAP2/STEAP4",2
"GO:0062042","BP","GO:0062042","regulation of cardiac epithelial to mesenchymal transition","2/238","10/18870",0.0066684977660965,0.117261912715571,0.0996246583801267,"TGFBR2/NOG",2
"GO:0072172","BP","GO:0072172","mesonephric tubule formation","2/238","10/18870",0.0066684977660965,0.117261912715571,0.0996246583801267,"GDNF/NOG",2
"GO:0001822","BP","GO:0001822","kidney development","10/238","314/18870",0.0067233626483166,0.117261912715571,0.0996246583801267,"ZBTB16/KLF15/ADAMTS1/NID1/GDNF/COL4A4/COL4A3/GCNT4/MTSS1/NOG",10
"GO:0003299","BP","GO:0003299","muscle hypertrophy in response to stress","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"KLF15/FOXO1/ATP2A2",3
"GO:0014887","BP","GO:0014887","cardiac muscle adaptation","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"KLF15/FOXO1/ATP2A2",3
"GO:0014898","BP","GO:0014898","cardiac muscle hypertrophy in response to stress","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"KLF15/FOXO1/ATP2A2",3
"GO:0017145","BP","GO:0017145","stem cell division","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"ZBTB16/NCOA3/LBH",3
"GO:0034755","BP","GO:0034755","iron ion transmembrane transport","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"STEAP1/STEAP2/STEAP4",3
"GO:2000191","BP","GO:2000191","regulation of fatty acid transport","3/238","31/18870",0.00686303202174206,0.117261912715571,0.0996246583801267,"IRS2/ACSL1/THBS1",3
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","5/238","95/18870",0.00707011247633961,0.120154104009665,0.102081837893674,"THBS1/STON1/SORBS1/FAM107A/GPM6B",5
"GO:0035265","BP","GO:0035265","organ growth","7/238","177/18870",0.0072977888193774,0.122148907671786,0.103776605007496,"PDLIM5/TGFBR2/CITED2/LEP/STC1/COMP/NOG",7
"GO:0032868","BP","GO:0032868","response to insulin","9/238","269/18870",0.00730727109386072,0.122148907671786,0.103776605007496,"KLF15/IRS2/FOXO1/SORT1/PIK3R1/INHBB/LEP/SORBS1/PDK4",9
"GO:0003179","BP","GO:0003179","heart valve morphogenesis","4/238","61/18870",0.00734123390978954,0.122148907671786,0.103776605007496,"TGFBR2/CCN1/ADAMTS5/DLL4",4
"GO:0032233","BP","GO:0032233","positive regulation of actin filament bundle assembly","4/238","61/18870",0.00734123390978954,0.122148907671786,0.103776605007496,"SYNPO2/RGCC/MTSS1/SERPINF2",4
"GO:0061036","BP","GO:0061036","positive regulation of cartilage development","3/238","32/18870",0.00750345627414185,0.12355432144675,0.10497063181442,"ZBTB16/CCN1/PKDCC",3
"GO:0061037","BP","GO:0061037","negative regulation of cartilage development","3/238","32/18870",0.00750345627414185,0.12355432144675,0.10497063181442,"LEP/FRZB/NOG",3
"GO:0061337","BP","GO:0061337","cardiac conduction","5/238","97/18870",0.00770701290191912,0.124889291270395,0.106104810078687,"CACNB2/CORIN/ATP2A2/KCND3/PKP2",5
"GO:0009267","BP","GO:0009267","cellular response to starvation","7/238","179/18870",0.00774172132796344,0.124889291270395,0.106104810078687,"GLUL/FOXO1/ATF3/INHBB/MYH13/PDK4/MAP1LC3C",7
"GO:0071772","BP","GO:0071772","response to BMP","7/238","179/18870",0.00774172132796344,0.124889291270395,0.106104810078687,"FSTL3/CCN1/GDF7/SPINT2/TMEM100/COMP/NOG",7
"GO:0071773","BP","GO:0071773","cellular response to BMP stimulus","7/238","179/18870",0.00774172132796344,0.124889291270395,0.106104810078687,"FSTL3/CCN1/GDF7/SPINT2/TMEM100/COMP/NOG",7
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","10/238","322/18870",0.0079601987724311,0.125920098175371,0.10698057428367,"ZBTB16/TGFBR2/NR4A3/FSTL3/CITED2/LEP/PDPN/PTPN22/IGFBP2/SERPINF2",10
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","5/238","98/18870",0.00803996914569623,0.125920098175371,0.10698057428367,"ADAMTS1/THBS1/NR4A3/SERPINF2/HTR1B",5
"GO:0001865","BP","GO:0001865","NK T cell differentiation","2/238","11/18870",0.00808297672365505,0.125920098175371,0.10698057428367,"ZBTB16/TGFBR2",2
"GO:0019372","BP","GO:0019372","lipoxygenase pathway","2/238","11/18870",0.00808297672365505,0.125920098175371,0.10698057428367,"ALOX15B/ALOX5AP",2
"GO:0032276","BP","GO:0032276","regulation of gonadotropin secretion","2/238","11/18870",0.00808297672365505,0.125920098175371,0.10698057428367,"INHBB/LEP",2
"GO:0044062","BP","GO:0044062","regulation of excretion","2/238","11/18870",0.00808297672365505,0.125920098175371,0.10698057428367,"CORIN/STC1",2
"GO:0110011","BP","GO:0110011","regulation of basement membrane organization","2/238","11/18870",0.00808297672365505,0.125920098175371,0.10698057428367,"LAMA2/NID1",2
"GO:0002063","BP","GO:0002063","chondrocyte development","3/238","33/18870",0.00817805371151414,0.126164343180543,0.107188082626642,"TGFBR2/COL11A1/COMP",3
"GO:0006536","BP","GO:0006536","glutamate metabolic process","3/238","33/18870",0.00817805371151414,0.126164343180543,0.107188082626642,"GLUL/PRODH/ADHFE1",3
"GO:0046173","BP","GO:0046173","polyol biosynthetic process","4/238","63/18870",0.00821789946841308,0.126166591838728,0.107189993066258,"IMPA2/GCH1/LEP/PLCG2",4
"GO:0051588","BP","GO:0051588","regulation of neurotransmitter transport","5/238","99/18870",0.00838278519400473,0.128079285319938,0.108815000114485,"ATP2A2/GDNF/MCTP1/GPM6B/HTR1B",5
"GO:0090090","BP","GO:0090090","negative regulation of canonical Wnt signaling pathway","6/238","140/18870",0.0087363929642474,0.131718483506494,0.111906829914265,"FOXO1/NKD1/FRZB/NKD2/NOG/IGFBP2",6
"GO:0060485","BP","GO:0060485","mesenchyme development","10/238","327/18870",0.00881795793108585,0.131718483506494,0.111906829914265,"TGFBR2/CITED2/GDNF/ADAMTS5/RGCC/FRZB/TMEM100/PDPN/ACTG2/NOG",10
"GO:0060317","BP","GO:0060317","cardiac epithelial to mesenchymal transition","3/238","34/18870",0.00888721469785363,0.131718483506494,0.111906829914265,"TGFBR2/TMEM100/NOG",3
"GO:0060351","BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","3/238","34/18870",0.00888721469785363,0.131718483506494,0.111906829914265,"TGFBR2/STC1/COMP",3
"GO:0008585","BP","GO:0008585","female gonad development","5/238","101/18870",0.0090985556044058,0.131718483506494,0.111906829914265,"ADAMTS1/PTX3/INHBB/LEP/DMC1",5
"GO:0030199","BP","GO:0030199","collagen fibril organization","4/238","65/18870",0.00916052014412893,0.131718483506494,0.111906829914265,"COL11A1/COL28A1/COMP/SERPINF2",4
"GO:0035904","BP","GO:0035904","aorta development","4/238","65/18870",0.00916052014412893,0.131718483506494,0.111906829914265,"TGFBR2/LEP/DLL4/CHD7",4
"GO:0048545","BP","GO:0048545","response to steroid hormone","10/238","330/18870",0.0093656491916997,0.131718483506494,0.111906829914265,"PER1/KLF9/THBS1/NR4A3/FAM107A/LBH/LMO3/STC1/IGFBP2/HTR1B",10
"GO:0006941","BP","GO:0006941","striated muscle contraction","7/238","186/18870",0.00945350608295693,0.131718483506494,0.111906829914265,"CACNB2/ADRA1B/ATP2A2/STC1/KCND3/TNNT2/PKP2",7
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","7/238","186/18870",0.00945350608295693,0.131718483506494,0.111906829914265,"PER1/DUSP1/FOXO1/GADD45B/LEP/PTPN22/SERPINF2",7
"GO:0070167","BP","GO:0070167","regulation of biomineral tissue development","5/238","102/18870",0.00947178571382502,0.131718483506494,0.111906829914265,"CCN1/PKDCC/GPM6B/FBN2/COMP",5
"GO:0019321","BP","GO:0019321","pentose metabolic process","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"DCXR/OTOGL",2
"GO:0032817","BP","GO:0032817","regulation of natural killer cell proliferation","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"LEP/PTPN22",2
"GO:0042416","BP","GO:0042416","dopamine biosynthetic process","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"GCH1/GPR37",2
"GO:1900121","BP","GO:1900121","negative regulation of receptor binding","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"ATP2A2/NOG",2
"GO:2000035","BP","GO:2000035","regulation of stem cell division","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"NCOA3/LBH",2
"GO:2001046","BP","GO:2001046","positive regulation of integrin-mediated signaling pathway","2/238","12/18870",0.00961943283422688,0.131718483506494,0.111906829914265,"LAMA2/NID1",2
"GO:0048048","BP","GO:0048048","embryonic eye morphogenesis","3/238","35/18870",0.00963129770252988,0.131718483506494,0.111906829914265,"FZD5/CITED2/FBN2",3
"GO:0061081","BP","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","3/238","35/18870",0.00963129770252988,0.131718483506494,0.111906829914265,"NR4A3/GPRC5B/PLCG2",3
"GO:0086004","BP","GO:0086004","regulation of cardiac muscle cell contraction","3/238","35/18870",0.00963129770252988,0.131718483506494,0.111906829914265,"ATP2A2/STC1/PKP2",3
"GO:0003158","BP","GO:0003158","endothelium development","6/238","143/18870",0.0096420922663776,0.131718483506494,0.111906829914265,"TJP2/MYADM/STC1/TMEM100/PDPN/DLL4",6
"GO:0007411","BP","GO:0007411","axon guidance","8/238","233/18870",0.00964977755275761,0.131718483506494,0.111906829914265,"NEXN/LAMA2/RAC3/GDNF/GDF7/NRXN3/CDH4/NOG",8
"GO:0019318","BP","GO:0019318","hexose metabolic process","8/238","233/18870",0.00964977755275761,0.131718483506494,0.111906829914265,"NNMT/IRS2/DCXR/FOXO1/ATF3/LEP/SORBS1/PDK4",8
"GO:0097485","BP","GO:0097485","neuron projection guidance","8/238","233/18870",0.00964977755275761,0.131718483506494,0.111906829914265,"NEXN/LAMA2/RAC3/GDNF/GDF7/NRXN3/CDH4/NOG",8
"GO:0017156","BP","GO:0017156","calcium-ion regulated exocytosis","4/238","66/18870",0.00965714495186062,0.131718483506494,0.111906829914265,"SYN2/ATP2A2/TRPV6/CADPS2",4
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","7/238","187/18870",0.00971893966716464,0.131994830180552,0.112141611544207,"TGFBR2/FZD5/GDNF/GDF7/SPINT2/DLL4/NOG",7
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity","9/238","282/18870",0.0097844246240487,0.13231872959671,0.1124167935529,"TGFBR2/MMD/THBS1/PRKAG2/NEDD9/GPRC5B/LEP/CCN1/RGCC",9
"GO:0007269","BP","GO:0007269","neurotransmitter secretion","6/238","144/18870",0.00995833285369789,0.133392964661993,0.113329453929321,"SYN2/ATP2A2/STX11/MCTP1/CADPS2/HTR1B",6
"GO:0099643","BP","GO:0099643","signal release from synapse","6/238","144/18870",0.00995833285369789,0.133392964661993,0.113329453929321,"SYN2/ATP2A2/STX11/MCTP1/CADPS2/HTR1B",6
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","7/238","188/18870",0.00998978149451049,0.133392964661993,0.113329453929321,"NNMT/IRS2/FOXO1/PRKAG2/LEP/SORBS1/PDK4",7
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","13/238","493/18870",0.0100567874547017,0.133567192729863,0.113477476516875,"ZBTB16/TGFBR2/MYADM/NR4A3/FSTL3/CITED2/LEP/RGCC/SPINT2/PDPN/PTPN22/IGFBP2/SERPINF2",13
